Symbol,Exp000978,Exp000979,Exp000980,Exp000977
NKAP,6.75134139826,0,0,0
RBM27,7.1576185064,7.1329200227,7.20935760939,7.69877402449
LIN54,8.00294029784,7.68470709735,7.26101664011,0
KANSL3,6.759754998,6.77864734867,6.87864017768,6.92847967217
RPLP0,7.81401085474,7.75971579938,7.81458780219,7.66953623371
RAB8A,0,0,0,6.3729070457
SSR1,0,5.63073555715,5.93802821008,6.54972182928
MRPS35,6.97258127845,6.13863683683,6.63918032696,6.9602166087
MRPL38,7.42919286376,0,0,7.09026744232
RUNX1,0,5.71176459213,0,0
GTF2I,8.94460897048,9.21797312092,9.19861727564,9.21617899985
TBRG1,7.80219789365,6.59469773452,0,6.92297340172
GTF3C5,8.33720032795,7.87897908965,8.34367648238,8.64925877953
AGTPBP1,7.66734404802,6.88810129442,6.94060469771,6.61668718278
PAX4,0,0,0,0
YIF1A,0,5.76329295787,0,0
FIZ1,0,0,6.57465436119,0
RPL23A,7.8371758232,7.14008390082,7.64018615871,7.51158994291
FAM207A,7.69535826793,0,7.13186794156,7.12278935408
RPS6,7.89986968382,7.70835240383,7.70682536217,7.92365872029
TSFM,6.87765016654,5.71548862,6.69947309139,7.31562432594
BCKDK,0,6.61251605081,0,0
DNAJB6,0,0,6.14566203404,0
EXOSC6,7.6839323586,7.26752679387,7.72769319321,8.02063885514
BRMS1,7.5508859876,7.06124223388,6.90652231532,7.56730471043
ZKSCAN4,7.40603099166,6.7118351947,7.14478905454,7.53930737561
NCAPD2,0,0,6.50552454857,7.25450728994
TUBA3C,8.87453813502,8.68296458827,8.67613569907,8.68295586141
MSL3,7.7212695851,7.59689916225,7.47549387318,7.48138542663
CCNT1,7.67663404011,7.13800799517,7.22104408735,7.55162609414
MYL6,0,6.35251349591,6.55587063695,6.97556315643
SERPINB12,0,6.13667866156,6.42810527966,0
MED30,8.41953652958,7.83184032797,8.1958143862,8.17093635095
CDCA5,0,6.37915928815,7.3155552062,6.75303781993
DYNLL2,7.48299061039,0,0,0
RPL21,6.48361038566,7.1092276484,5.76785298272,6.76532192705
ZBTB26,0,6.92113689518,0,0
HOXA10,7.99254236341,7.76527140547,7.63243705456,7.60578011447
BCOR,8.11460900033,8.57140701692,8.4799787321,7.72657832724
RPRD2,7.08343470041,0,7.27447693375,7.34736756003
DDX39B,8.7333123307,8.86466282511,8.93964708788,8.58270751116
PTPN13,6.85444796666,0,0,0
UPF1,0,0,7.22769652882,0
UPF2,0,0,6.43394206444,0
BBX,7.32058362574,7.72767589861,7.67063609598,7.54612041723
RNPS1,6.70698352991,0,0,0
DBN1,0,6.08265004059,6.7321916238,0
DRAP1,6.97805221326,6.57446754374,7.06823796727,7.06226072305
ING5,0,0,0,6.60292421455
CTNNBL1,7.27912760651,0,6.96046519065,6.98334601595
CAMSAP1,0,0,6.17766697224,0
RACGAP1,8.31778386345,7.5090478593,0,7.30720799488
CIRH1A,0,6.52105786064,7.04376485804,7.42766821384
MRPS27,6.37202459439,0,5.94634954572,5.96688851751
MRPS7,7.39276013244,6.08061256124,7.1923227727,6.89683918878
MRPS31,6.91740830227,6.36505671855,0,6.46742957339
POLG,6.65999251591,6.58950468312,7.11634347711,7.31480175697
CSK,0,0,6.21693749043,0
CEP55,7.40997301976,0,6.46987747781,7.32576131835
CNBP,0,0,0,7.60079755694
ELF4,0,6.30401852174,0,0
SMARCAL1,8.35420152572,7.94308744759,8.13288782953,8.45633148542
TP53,9.00725935359,0,0,0
CBX1,7.89274777808,7.74495590465,7.93738075,7.52971086593
MAD2L2,0,6.0440835787,6.23934548179,0
CBX5,6.55348454184,6.09557076638,0,6.92276936019
TIA1,7.69612887627,7.35914022021,8.0934982,7.75060879244
CDCA7L,8.2419374234,7.89895531707,6.65531425044,7.63789444095
FASTKD1,0,0,0,6.70782127984
UBAP2L,8.6579542563,7.69362860334,8.61152640769,8.72003223604
H3F3C,8.30918675076,0,7.17810193433,7.56395153735
SMARCC1,8.39753921582,8.03602474086,8.51166979377,8.84975644328
MEN1,8.61934628495,8.17288314469,8.02571256196,8.34779804613
XRN2,8.1368337253,7.53527486981,6.9076054843,8.03158348477
ESRRA,8.09855443915,8.22432500437,7.87684265816,7.42639670345
WDR48,0,6.96776291298,0,0
KDM6A,8.07752754496,7.96983824131,8.3351947973,8.35185607218
EXOSC7,7.01487156738,6.47288290304,7.03561608952,7.52490853269
ETFA,7.52150019881,6.06246989816,7.07050975579,7.39171104676
TERF1,0,7.42973919915,7.44240723974,7.00517128181
TGM3,0,0,0,0
UBP1,8.96840427761,8.79333472752,8.64032670761,8.60918942786
NR2C1,7.93537184466,7.8090383368,7.43496918013,0
PSIP1,9.67762093099,9.72219608172,9.70775529614,9.86763739935
DIS3,6.89939987205,7.70809475747,7.83313065937,6.92868789726
MTPAP,7.36995481413,6.62871998878,6.73474598384,6.88376284572
SMARCAD1,0,0,0,7.84933964312
ZNF24,8.35430252921,8.26432476568,7.97803550027,8.44416764792
XRCC1,9.13466954287,8.7548954489,8.57477315863,8.89503277441
DCAKD,7.21671090276,6.4602557571,6.59037620451,7.44627475722
SMARCA4,8.21347801218,7.79216983239,8.36516943333,8.7210598485
SRRT,8.76347467823,8.43282749711,8.76237745156,8.69351008345
PCBP2,9.05057073966,8.7217157583,9.03816935661,8.98533559149
MARK3,0,6.60234162959,0,0
SKIV2L2,8.10925748788,7.95323310643,8.13992284911,8.11155275412
CXorf57,8.7239714901,8.74130134881,8.79550419579,8.85138557776
KCTD15,0,0,6.25301764103,0
KRT77,0,8.64196340496,8.91850070527,8.84287568886
GEN1,0,7.20642154143,6.89270888908,6.53286115075
ACTN1,0,6.91409334474,6.89840419627,0
ATF7,8.19502855078,7.95872985086,7.80271476608,7.78161411244
CRYZ,7.79146167491,7.68297558183,7.9594856203,8.06995134501
EEF1D,0,0,8.21846062524,0
NEK7,6.42767319976,6.28931233736,6.7676084746,0
HSPA1A,8.81486437289,8.75838007686,0,8.70082191175
KLF4,6.64032345912,7.45420206662,0,0
EPC2,7.56407684913,7.81650530065,7.42817617342,7.56155865427
EMG1,8.88170582478,7.73867873075,8.10745332782,8.73228885484
PHF10,0,0,6.96771226521,7.44232041802
TFAP2E,0,7.24203464977,7.27254388818,5.63160916934
ACAA1,8.51021643783,0,0,8.39258060381
SRP9,0,6.24453647681,6.13853035267,0
HOXD9,0,0,0,7.25913587708
LRRC57,6.52024323061,6.4141992929,7.20638179858,6.84686984736
HAUS2,6.79181862184,6.05084408221,0,6.6376369811
TOPBP1,8.01599657637,7.89125492236,7.66162109199,7.87247669329
VRK2,0,5.79995913815,6.19231459062,0
HMGB2,8.12357438189,7.81059420961,8.28059565375,8.53994429926
PPP3CA,0,0,6.04578049174,6.6093687157
NELFA,7.36379368817,0,7.00156051607,0
LEF1,7.56365332214,7.49545862484,7.42861859991,7.15132837784
C14orf93,0,6.76243923008,6.61600242402,0
LDB2,7.13487012907,6.87681952151,7.0779321887,7.15892402717
AIFM1,7.29127373433,0,0,7.38170050086
PWWP2A,0,0,0,0
KRT10,9.31938592528,9.39391972298,9.51739792695,9.45096727859
SATB1,7.27184757891,7.23270138284,7.43246277994,7.21727576929
RARS2,0,6.03110041152,0,0
USP46,6.5272627433,5.74595474712,5.58122588451,0
BRD4,0,0,0,6.64512264329
RAD17,0,0,6.51265044702,0
MAP4,8.12732795037,7.93959167367,8.17617967217,8.36305166612
CDC7,6.32238410877,0,6.13483520822,6.43234604079
SUZ12,8.00366257816,7.38966252018,7.91634159285,8.12241861764
RFX2,6.45867962015,6.73156134561,6.33267224516,6.9552789556
TADA3,8.32207481974,7.40931503406,8.07361618784,7.77624238261
CREB1,8.04761786574,7.95498511907,7.79650406294,7.72042950159
NFIA,0,7.87965448182,0,0
WDR6,6.78314714894,0,0,0
PBX3,0,7.54104760709,7.63332159659,7.47995846261
TBL1Y,6.96569118709,0,0,6.82421528579
TBL3,8.20842786706,7.26778713954,0,7.99003831987
TBL1XR1,7.53820666005,6.3604114799,0,7.16175327282
TOP2A,9.47988319264,8.80929757602,9.06987793215,9.26314100919
TOP2B,9.8198123978,9.11904781602,9.3755083452,9.53577962224
AP2A1,7.84696080772,6.89035671189,7.2211843902,7.82535965314
KPNB1,7.57209619432,7.56796696692,7.82021990109,7.35814003303
EXOSC2,7.84930064276,7.21693094382,7.65827263266,8.11249297006
C11orf30,7.68568579804,7.66115139609,7.89618749739,7.77637473539
SAP130,7.97547532896,7.89797300035,7.30806965622,7.83511350023
BRI3BP,7.52608781245,6.6085418633,6.75187462314,7.61673167649
GTF2H3,8.86468502365,8.23669636203,8.332627153,8.42843451148
NMD3,0,6.22272154737,6.88596559638,0
GTF3C6,7.20831050106,7.42513270764,7.36494070611,6.14472169808
CCDC101,8.70011604681,8.10075040237,8.20109299731,8.35848398903
KTI12,0,0,6.97598613906,0
KCTD12,0,6.63160363721,7.44824931605,6.36854256777
RAD50,8.83922885025,8.35037779399,8.31777891994,8.50273222254
RFXANK,6.96553428523,6.98037843933,0,7.32273217764
TEAD2,5.73655277076,0,0,6.0858606325
BTF3,0,0,6.513453245,0
DDOST,0,0,0,6.73050530386
NR2F6,8.58975778862,8.35533741751,8.17215212618,8.027491754
NELFB,0,6.6662515105,0,6.4642314113
TAF9B,8.58177969746,8.13334691431,8.3119731742,8.37293506636
TARS2,0,7.21154062996,7.77835096723,0
FIP1L1,8.55097534634,8.24699693047,7.91861180424,8.42692105149
HADHA,8.19138419096,9.41644828773,9.279961438,8.25278558636
SRSF6,7.8463841827,0,0,7.71110517388
TPX2,8.54701042967,8.55066816149,8.7826200261,8.69547714933
ANAPC5,7.85111277736,7.43773729324,7.58599881102,7.85863700557
ISY1,0,6.34067190608,0,0
SLC25A10,0,0,0,0
DHRS7B,0,0,7.05254468428,5.7207234065
DDX47,8.40989472188,7.30833659001,0,7.6548966558
REEP4,0,5.490717569,5.94582898518,6.21732663877
L3MBTL2,7.77579132193,7.65144009397,7.56588788393,6.79428499903
MPLKIP,0,0,0,5.83248510864
NDNL2,7.16172948663,6.75529338619,7.10885412732,7.16412367716
LEO1,7.5837215286,0,6.79617235974,6.71083327636
TAMM41,0,6.14985805556,5.97961443224,6.21143961523
DHX30,7.49094951226,6.62812426011,6.03280032423,6.68074665939
BCL11A,0,7.23637092162,6.92419133644,0
BCL7C,0,6.81065615905,7.1980182225,7.15007102814
H2AFY,6.93683696353,6.42516063683,6.31838793466,6.63717526424
TAF1,7.78468930531,6.76257580087,6.43806984413,7.57855851985
H2AFV,0,7.36463582971,0,0
DUSP11,5.51759573817,5.93453691712,0,6.55796382796
DNAJA3,8.55290054068,7.79601201286,8.01775128063,8.05960938257
TAF1B,6.64388973229,6.16244943258,0,0
CSNK1D,7.21978214017,6.25046049468,6.41105536603,7.0254355365
CBX3,8.34215388563,7.87946027455,8.22590516941,8.02383605672
C1orf122,0,0,7.03667627611,6.58685115252
TAF12,7.96831197419,6.73881765172,6.95879842885,7.62735876782
PAX7,8.56109746071,8.33433235342,8.23799328756,8.13235894741
RBBP4,8.85439537589,8.46180168401,8.4206197211,8.29816347268
TCOF1,8.91442773875,8.27416593197,8.44871757144,8.16608912354
EPB41L2,0,0,6.54663404053,0
C5orf24,6.87843574319,6.36126318077,6.66892717518,7.18280542263
TCEB3,7.03724271924,6.78029969074,0,0
EIF2AK2,0,0,7.3217872199,0
PABPC4,7.10030456501,7.46226171389,7.031324464,7.15480328754
NUP93,7.26776958383,0,7.40647989131,6.98117030893
TEX30,0,0,0,6.17921414791
EEF1E1,6.67801500356,0,0,0
YWHAZ,0,6.91462817682,7.32068402671,7.23188394891
HMBOX1,7.91602828903,7.77816752011,7.39551678172,0
NEIL2,0,6.11941364292,5.89006272046,0
RPN2,6.43098932218,0,0,6.57057076118
ZBTB43,8.1427311019,7.64750288643,7.50860255803,7.74274772219
FAM60A,6.63312011052,5.6300949249,6.33672527439,7.19136345148
SMAD2,0,6.80327906896,0,6.44957832204
ANXA2,7.33435983633,7.82350781918,7.72472935819,7.72207904589
PUF60,7.89121192563,7.91435697839,8.24467179536,0
GART,0,7.30472565506,0,0
CCDC124,7.04978466048,7.11634447324,7.60182591547,7.60333824044
RCC2,0,0,0,0
FASTKD2,7.39675795046,0,7.12791499362,7.51088350103
RCOR3,0,8.05188810978,0,0
TRUB1,0,6.96762250444,6.60611633384,0
DDX39A,8.79302465189,8.92557315025,8.95227019552,8.65240935824
DDX41,7.80016849012,0,6.41249511493,7.77062934174
HLTF,9.40058086151,9.25117529789,9.02838887574,9.10436733375
TAF5,8.54030298696,8.05461774379,8.15457871986,8.51758084455
KLF12,7.75645560642,6.97315861856,7.01059393779,7.32074117366
GATAD2B,8.30670548277,8.15523230284,7.85777934017,8.15566975494
ZBTB42,7.51887137444,7.2508517569,7.41420647115,8.07761986678
SMARCC2,0,0,7.82803121407,0
ATXN1L,7.34021082333,0,0,6.79927364174
ANAPC7,8.81180288152,8.16167798786,8.16653419158,8.67013439413
EHD4,0,6.64320370964,7.00621748902,0
SMARCE1,7.59659683909,7.17881402002,7.73977284986,8.16070345942
ARID1A,0,0,0,7.17462695746
MRPL2,0,0,0,6.53825337462
MRPL41,0,0,0,8.05395029671
WDR36,8.11750908417,6.61672707347,0,7.3850358136
MED15,7.73776727822,7.69351774804,7.86806944996,8.09611594499
YWHAB,0,6.87585799345,7.12234866915,7.21361573711
RNASEH1,0,0,5.62843075628,0
PLK1,8.44072757428,8.08290185312,8.16000107654,8.17492789367
NCAPG,0,6.92864341415,7.06333274695,6.77176413539
RBM42,6.87150054977,0,0,6.3919200159
MED21,7.69454770717,0,0,7.10524892803
MLLT1,7.16351639503,8.73607995735,8.426198771,7.50106104205
TFCP2,9.57095434471,9.04731476542,8.76600366667,9.12407593209
SF3A2,7.60328259822,7.22432425186,7.1573871385,6.66300109793
SNF8,0,5.83472505918,6.70004859247,0
PPP2R1A,7.82602854269,7.26579170422,7.58644066706,7.22954841616
PYCR2,9.22089849944,8.55349701424,8.81688832658,8.90809950603
NOL11,7.59888014817,0,6.71980713064,7.20102724508
ATP5F1,5.98289122531,0,0,6.36080755884
EXOC2,7.40428346517,6.78713359571,7.21043008264,6.80753827149
LRRC40,7.31392766293,7.98585856084,7.60077563615,7.1013028646
COMMD4,0,0,5.97660872311,0
RPRD1A,0,7.09952073344,7.6722266871,6.76524645296
VPS53,0,0,6.65041446196,0
CAND1,0,7.26994465508,7.36191735842,0
STON2,7.86421862792,6.48340569684,7.33283293112,7.31090394218
LTV1,0,0,0,0
C7orf26,7.54618540952,7.05073064504,6.83990101893,6.21818190234
SLAIN1,0,0,7.26836865299,0
RALY,7.54632257061,0,0,6.52086456075
HIST1H2BE,8.36808790856,7.73628623049,7.66849815441,7.96573533703
DACH2,7.45700238593,7.89129920155,7.55875738096,7.3989749533
CLASP1,7.38243137222,6.7781288925,7.25421229572,7.21880141328
RNASEH2B,6.53645527697,6.21983441859,6.35129834229,0
SMC6,0,6.91210426636,6.86131791635,0
YWHAG,7.35468660329,6.55408192858,7.07213282164,7.19055504416
ZNF771,0,6.07312746042,5.65879578395,0
GTF2H1,8.56998036457,7.6471040874,7.59408190942,8.09266099511
THOC6,0,7.30308878404,7.5313801542,0
HNRNPUL1,8.28392470369,0,0,8.08793638231
TAF6,8.71495548873,8.3692759968,8.02849302307,8.56661670771
TAF1A,6.37823557103,0,0,0
HIRA,8.47023561539,8.61163554275,7.69890565758,7.94791629671
AIMP1,6.95647508373,6.47998235093,7.47055206111,7.8858824002
MORF4L2,8.52634468241,7.95975015819,7.87786475284,8.33901467688
SAP18,7.27060772224,6.26346083091,6.62978076069,6.46643117773
DIRAS1,0,0,0,6.00429189998
DKC1,7.94839558563,6.74881291864,6.44232973129,7.47229034215
INTS12,7.52444406439,6.93082465612,7.06842247483,7.40527544559
GPC4,0,0,6.6457681844,0
MAP2K3,6.6039554483,6.5338315624,6.85599906689,6.62766489092
MTBP,6.61503058735,6.60409366443,6.61648478914,0
LUZP1,7.07896787499,7.24365729794,6.39423683156,8.10876884136
RPUSD3,7.29391620322,6.62891384694,7.11072287894,7.01266446723
ZNF296,7.20577240244,6.91009599737,6.73535231122,0
CPSF7,8.34130760983,7.78130455223,8.2747713382,7.29205010675
MAX,8.56296278782,7.89368245423,7.50376738845,8.56365764705
HMMR,8.0429838653,7.86096006628,7.95171346427,8.35306719634
NFYC,8.35667557869,8.03998701676,8.26203360716,0
P4HA1,6.38519886824,5.4508747691,5.7759646718,6.45587117607
PPT1,6.46176686493,0,0,0
EFTUD2,9.0626662702,7.92072464331,7.65749866618,8.70105872156
IWS1,0,0,0,0
SUB1,8.69676846966,8.20458389251,8.20563745942,7.82490258157
CENPB,7.28808282527,7.93261477573,0,7.10833047668
ZC3H8,0,0,5.82621799743,0
SAR1A,6.39514380017,0,0,0
HNRNPLL,6.17448669862,6.28328073689,6.33645304305,7.27938165204
KCTD1,0,6.39684439412,0,0
KNSTRN,8.18497383589,7.56431186691,7.90088855537,8.32504116905
C17orf49,0,7.50101640289,7.66213767045,7.94843417889
CECR5,0,0,5.73083616727,0
HELLS,7.91747337883,7.77417487778,7.72243881431,7.58103054242
SIX2,8.37312479125,7.63497511669,7.56118291259,7.92043567556
MXD3,0,0,6.44350156698,0
ZBED5,7.00133892049,6.750838209,0,0
ISL2,8.05147780324,7.46473341892,7.86902856177,7.66712951359
NFRKB,8.43358569475,8.6836371638,8.48336409236,8.22440264341
PPP1R12A,0,0,0,5.88789322825
PPHLN1,6.46317080638,6.77679878281,6.93472858398,6.38272361318
GSTK1,6.30500803176,7.17392692298,7.22704133045,0
NPAS1,0,6.66514199872,0,0
PAXBP1,7.476826563,0,0,7.263664128
MRPL24,0,0,0,6.2774228787
ARID4B,6.92526433466,6.92551619985,0,6.78550810074
ZNHIT3,0,0,0,0
SRBD1,9.03409693808,8.90519002684,8.55532798664,8.90776379535
PRPF31,7.16887000191,6.59905782233,7.1509047735,7.19338536768
FAM76A,6.4367037608,5.75874811484,6.41127772198,5.61599956054
PHB2,0,0,0,6.73956095111
BANF1,7.3524742073,7.32021707465,6.43195016733,0
COPB1,6.8278620696,6.44358734191,0,7.44218252775
NAT10,7.62906555501,0,7.44124624254,7.34961764269
MBIP,7.70111353984,7.89734244293,7.72487501927,7.68292225389
HMGA1,8.89162733341,8.77699375019,8.95921708059,9.06007711785
TIGD1,0,6.617887284,0,0
SIGMAR1,0,5.71269370095,6.22291720347,0
NKIRAS2,0,0,6.13534675018,0
PSMB5,0,0,5.74676877785,0
C11orf95,0,6.95011980243,0,0
KPNA1,0,6.99142888005,7.01339353509,0
MKI67IP,6.9056388777,0,6.28451603265,6.37698895556
PCBP1,9.0416216821,8.53717596932,8.71829274432,8.91505832607
NFKBIL1,5.42331809033,0,0,0
MAGEB2,0,0,0,0
SKIL,0,7.07450282811,0,0
SMAD3,0,0,7.2012543819,0
RPP25L,0,5.7689763113,0,6.26011309754
CALML5,7.1811315957,6.04249327171,0,7.02802793356
MRPL23,7.17156838482,0,0,6.89332694265
UTP23,0,0,0,6.0457176125
ZNF572,0,0,0,6.85631496711
MTDH,0,0,0,6.72827762523
DSCC1,6.35304401809,0,0,0
HBS1L,0,6.89028950006,7.1693498067,0
ZC2HC1A,6.74328527236,5.82989292824,5.51687510807,0
SP9,0,6.61002744771,6.56659243993,0
RARA,0,6.64355581244,0,0
ETV3,0,6.35270436342,0,0
RPL10,0,0,0,5.98577716727
SIN3A,8.91062045979,8.82523609154,8.64983078662,8.89080346163
ZNF652,6.22654082537,6.83259337492,6.12031773929,0
ELF1,7.72483854205,7.24699157501,7.32614319098,7.63767387518
MPPED2,6.35886376061,6.52099982758,6.09018865572,6.02278297699
NONO,10.4148793057,10.3234849511,10.4675461522,10.7724094405
MSL2,7.11553934048,7.3162065219,7.20437380476,0
NR1D2,0,5.91098829764,0,0
SUGP2,7.71842298601,0,7.13138316892,7.95422782261
ALKBH2,8.0588458628,7.71676698409,6.96944568869,7.89482231304
SCAF4,0,0,7.576318869,0
EHMT1,0,7.09594579682,0,0
RBM17,8.26669130063,8.24074639561,7.99442234535,8.02645606215
YBX3,7.15238128405,6.34060421318,0,6.48426653308
BMS1,0,0,0,6.83836157353
TMEM33,7.04582426993,6.4140219662,6.48620876769,7.03214968756
KPNA7,7.82205455773,0,0,7.87586249259
C1orf174,0,0,0,6.00926339825
GATA2,0,0,0,0
XPC,9.2247723479,8.99090453665,8.76991971593,8.81494335662
POP1,0,0,0,6.86824365476
PSMB3,0,0,0,6.26385857541
PSMB4,0,5.57148582544,0,0
PDCD10,6.94407268593,0,6.54077557692,6.7403788252
MRPL10,0,0,0,7.3987924671
MRPL37,6.17825538843,0,0,7.45504675931
MRPL4,6.52907540559,0,0,6.76697986379
ZIC1,0,0,6.7206020448,0
ZIC2,8.29767872864,8.05807795363,7.7001465946,7.88580233252
PPIL2,0,0,0,6.18576571383
MKI67,8.8918001592,8.39231382905,8.43348417868,8.5907881778
RDH13,5.80658050405,0,0,0
MOGS,7.70973327538,7.37381847433,7.25813771698,7.37916759549
GSK3B,0,0,6.0703733742,0
LOC649330,8.71974146323,7.92170241242,8.12466981361,8.28305374627
TOX3,0,0,0,8.1153620774
KRT72,6.13521599682,6.30166255367,6.8705336801,7.90474295991
SRP54,6.764863067,6.69754559919,7.4647359382,0
TCF7L2,7.63028473229,0,0,7.33127554562
KAT8,7.57583274364,7.16979255164,6.6936387373,7.54415122804
LEPRE1,0,0,6.07321139222,0
HSDL1,0,5.9179779489,6.21466132161,0
KDM5C,0,0,0,6.56235437597
C19orf40,0,6.33544520073,0,6.5725631369
LSM12,0,0,0,7.31254843357
UBE2E2,7.14466522043,0,6.8750534463,6.98220355232
MICU2,6.56255730788,6.62279283439,7.51149702953,7.1642767279
FOXL1,8.11540042168,7.46468286366,7.99667367331,8.16780624971
SYNCRIP,8.55366587158,0,0,8.65155138865
FHL1,6.58764625044,6.24426924659,0,6.35353730547
APOBEC3C,7.93850145574,0,7.13440323161,7.6110934669
APOBEC3F,7.54081668847,0,6.07063770726,7.20867611141
SPATA5L1,7.48475938236,6.20783823647,6.14440308722,6.68424491629
HOXA9,7.03546167113,7.03500925949,7.48647930026,6.98915130625
LRWD1,8.09693575903,7.87746684426,7.88016334143,8.09298753633
PSMA5,0,0,0,6.18681016951
PSMA6,0,0,5.94971381737,0
RBM10,7.05912174541,6.66249992188,7.22371177784,6.7809468056
SFSWAP,6.52481834703,0,0,6.63516615437
WTAP,0,0,0,0
CSNK1E,7.62817037698,6.40106405106,0,6.86386472717
WBSCR22,7.4918700791,6.02092685171,6.59815840637,7.12648281146
PHGDH,0,6.44812177758,7.00874845997,0
PTGES3,0,5.9473719074,6.04389554435,0
ZBTB9,6.96803127917,7.46667494164,7.066727627,7.39965737273
TIGD2,7.36050173263,0,0,0
EIF3M,7.33803254521,7.08289360672,7.79197132423,8.0349671897
HOXB6,7.68349903761,7.12887644403,6.99581204513,7.23358628217
CSNK2B,7.51017702959,7.15324968479,7.42670421654,7.57200839706
HOXD10,0,6.3773289847,6.28524902931,0
HOXD11,7.21275040104,6.10729907206,6.60303103276,7.3512206012
EZH2,0,6.83129855243,7.34751306957,0
MED19,8.0118696435,7.28064088136,7.82906172801,8.00816078498
SFXN1,0,0,5.98139954887,6.41057889304
UBN2,6.23460664779,7.48557292396,6.99792254479,6.64830291692
SNRPD2,7.99456591855,0,0,7.61658247163
GRWD1,7.42482949641,7.30845928692,7.05701296515,7.30389893377
IGF2BP1,0,0,6.39083734208,0
ALYREF,9.56098023221,8.82290266443,8.81494095553,9.23132829687
RFX1,7.66317110022,7.76286168098,7.76519971343,7.68604645762
POLR3B,0,0,7.05742492428,0
SNX8,0,0,8.55033615491,0
C2orf47,0,5.8606464445,0,0
MYB,0,0,6.85486561903,0
POC1A,6.4294566421,0,0,0
EED,8.0728112842,7.36626261414,7.62598784956,8.12766207375
FYTTD1,0,0,0,6.93358490268
CLTCL1,8.88780245381,8.78505161589,6.00264891336,8.76696350059
HSPA8,0,0,8.75194492755,0
HSPA9,8.43273673308,8.12731733376,8.25242687754,8.19489232363
ILF3,0,0,8.48603016924,8.43887213816
ERAL1,7.15299111182,6.63480105294,7.22308957907,6.96055765665
CCT5,0,6.58209933793,6.64071572214,6.8295802767
CYFIP1,0,0,7.04767578411,0
ARL6IP1,0,5.97174233522,5.77414368722,6.24107550265
ZNF521,0,5.8411405887,0,0
CHD5,0,6.61095542538,0,0
IRF2BP1,0,7.74131986573,0,0
MTG2,0,7.0382503887,7.15355526382,6.40594567034
DNAJC10,7.41113921017,0,0,0
LRRC47,0,7.44600507769,7.4036703565,0
INTS2,7.88632189783,7.17010038739,0,7.71370100043
ZNF687,0,0,6.83288794627,7.50845104422
ZBTB2,7.22964194374,6.96881510601,6.82409362036,7.60906312009
RMI2,6.93028265113,6.7977536294,0,0
MVB12A,0,0,6.45785563451,0
ELMOD2,0,0,6.23856554028,0
KRT16,7.7328153309,8.08902175353,8.16131718443,7.83488731826
RTN4,0,0,7.26390152165,0
TECR,6.65152633951,6.02074133886,0,0
NUP50,0,0,0,7.20610023202
FOXA1,0,6.32917970041,6.26699297511,0
HOXA5,7.55761923628,7.35870255474,7.19195483499,7.43754453309
HOXC10,6.99842559059,0,0,5.88741347203
HOXC4,6.79755622339,6.24099211012,6.18111723724,6.40227509611
HOXC6,0,6.37653023988,6.33036752578,6.19570670801
HOXC9,7.68358533956,7.48173639352,7.21683148949,7.20502292685
MLX,7.45209721704,6.89986525441,6.31155186546,6.6970922831
PRPF38A,7.75656438724,0,0,7.13857879499
PYCR1,8.54988898183,8.2304425999,8.36615090793,8.38055228819
PIAS4,0,7.9502123368,8.0862376309,0
HIST1H2AA,8.26278692732,0,0,7.70551911266
NCAPH,0,0,6.53147653506,0
MSI2,7.20009512072,0,0,6.68558596736
VDAC3,7.02673404915,0,0,7.09505400394
MRPL11,0,6.37494949301,6.17430455792,0
GTSE1,7.7374256204,7.11388939746,7.18879055335,7.5338968045
EWSR1,9.4963502655,9.30529733727,9.2247603203,9.44620607284
MARK2,7.47529752811,6.86165661671,6.4578333921,7.05583521344
ZNF580,8.18894509989,8.23643017765,8.33843453736,0
DAZAP1,0,0,0,8.72303730543
ZC3H18,6.57459854234,5.41974407713,6.72767105217,7.10616786631
MECOM,0,0,6.6868351812,0
CHAMP1,7.42881500995,7.18629209964,7.0448648404,7.1495438391
DHX16,7.72802285792,6.44294193458,6.50341701052,7.19823410894
RAD51,8.41018368413,0,0,6.22140405589
MGA,7.2102881051,7.45446635917,7.69934168189,7.19271597258
BRD8,0,0,0,0
DDX20,7.23269420466,7.3478013388,7.38525441813,7.12208576735
MTF2,7.91184249593,0,0,7.77564187651
CDK5,0,6.49080552378,7.05891985296,0
ZBTB24,7.36783189351,6.56123925964,0,7.49443427483
GPN3,0,5.85456716298,6.25910404892,5.96894074951
RAD18,0,0,0,0
PPP1R10,8.8140338037,8.46420380392,8.76666624586,9.1876913404
SKP1,8.70727425969,8.14549521167,8.37180635645,8.45600893257
ASPH,7.01044462701,0,0,6.84090335416
CSRP2BP,7.55046101712,7.39213665463,7.41222735381,6.83901845359
TMEM41B,0,0,0,0
FXR2,7.8737995949,7.66829764921,7.49824801148,7.6498416335
SLC25A11,7.90320491762,7.80718903626,7.61435245736,7.77217960044
DACH1,8.13583129401,7.92871573918,7.6848111663,7.93233018601
ACIN1,7.09871779575,0,0,0
ZC3HAV1L,0,5.99584344366,5.90017450581,0
HNF1B,0,6.48255308042,0,0
ECI2,7.92544405881,7.55332735976,8.08501822708,7.80464056745
ZSCAN30,0,0,0,0
AP1B1,6.79166134369,6.40258598699,6.23139623056,6.73797824878
SBSN,5.78769672844,5.67278090567,5.91658305716,6.50376954626
NUP133,7.42591537266,6.52995029214,6.96271503629,7.46953542167
